Order_ID,Product,Category,Quantity,Price,Sales,City,Payment_Method,Order_Status,Customer_Name
O00653,Tablet,Electronics,5,28457,142285,Kolkata,UPI,Completed,Customer_77
O00654,Camera,Electronics,5,1571,7855,Mumbai,Net Banking,Pending,Customer_106
O00655,Mouse,Accessories,4,10057,40228,Delhi,Card,Completed,Customer_91
O00656,Smart Watch,Wearables,4,41084,164336,Mumbai,UPI,Pending,Customer_23
O00657,Mouse,Accessories,2,46452,92904,Bangalore,Net Banking,Cancelled,Customer_138
O00658,Keyboard,Accessories,1,14676,14676,Chennai,Cash,Pending,Customer_48
O00659,Smart Watch,Wearables,3,22301,66903,Pune,UPI,Completed,Customer_58
O00660,Tablet,Electronics,5,26344,131720,Delhi,Net Banking,Pending,Customer_130
O00661,Keyboard,Accessories,2,26120,52240,Hyderabad,Cash,Completed,Customer_45
O00662,Mobile,Electronics,2,30290,60580,Hyderabad,UPI,Cancelled,Customer_91
O00663,Mobile,Electronics,5,48640,243200,Kolkata,Net Banking,Completed,Customer_193
O00664,Mouse,Accessories,4,5474,21896,Hyderabad,UPI,Pending,Customer_69
O00665,Mouse,Accessories,3,20510,61530,Chennai,Net Banking,Cancelled,Customer_174
O00666,Laptop,Electronics,4,32831,131324,Delhi,Cash,Completed,Customer_175
O00667,Mobile,Electronics,5,25218,126090,Bangalore,UPI,Cancelled,Customer_39
O00668,Camera,Electronics,1,21812,21812,Bangalore,Card,Completed,Customer_70
O00669,Headphones,Accessories,2,39005,78010,Hyderabad,Cash,Pending,Customer_45
O00670,Mouse,Accessories,2,19582,39164,Kolkata,Cash,Pending,Customer_141
O00671,Smart Watch,Wearables,1,44834,44834,Chennai,Net Banking,Pending,Customer_182
O00672,Tablet,Electronics,3,21746,65238,Pune,Net Banking,Completed,Customer_137
O00673,Tablet,Electronics,2,13658,27316,Hyderabad,Cash,Completed,Customer_79
O00674,Headphones,Accessories,3,4005,12015,Hyderabad,UPI,Pending,Customer_199
O00675,Tablet,Electronics,2,18348,36696,Delhi,Net Banking,Completed,Customer_159
O00676,Tablet,Electronics,4,26916,107664,Mumbai,UPI,Pending,Customer_101
O00677,Tablet,Electronics,4,31469,125876,Delhi,Cash,Completed,Customer_160
O00678,Camera,Electronics,5,27255,136275,Chennai,Card,Pending,Customer_12
O00679,Headphones,Accessories,3,35606,106818,Bangalore,Net Banking,Completed,Customer_71
O00680,Smart Watch,Wearables,3,47509,142527,Bangalore,UPI,Cancelled,Customer_32
O00681,Mouse,Accessories,4,1269,5076,Mumbai,UPI,Pending,Customer_155
O00682,Tablet,Electronics,3,16449,49347,Mumbai,Cash,Cancelled,Customer_174
O00683,Smart Watch,Wearables,1,20616,20616,Pune,Card,Cancelled,Customer_163
O00684,Mobile,Electronics,4,26353,105412,Kolkata,UPI,Pending,Customer_101
O00685,Camera,Electronics,3,23419,70257,Kolkata,Card,Cancelled,Customer_37
O00686,Smart Watch,Wearables,3,9253,27759,Pune,UPI,Cancelled,Customer_17
O00687,Smart Watch,Wearables,1,33407,33407,Mumbai,Card,Cancelled,Customer_111
O00688,Smart Watch,Wearables,2,38099,76198,Chennai,UPI,Cancelled,Customer_34
O00689,Headphones,Accessories,2,44510,89020,Kolkata,Card,Cancelled,Customer_32
O00690,Mouse,Accessories,1,49193,49193,Kolkata,Net Banking,Pending,Customer_34
O00691,Smart Watch,Wearables,5,18527,92635,Chennai,Cash,Cancelled,Customer_155
O00692,Mouse,Accessories,5,14464,72320,Pune,UPI,Completed,Customer_93
O00693,Mobile,Electronics,3,2028,6084,Chennai,Cash,Completed,Customer_84
O00694,Keyboard,Accessories,1,30498,30498,Chennai,Card,Pending,Customer_71
O00695,Laptop,Electronics,4,39182,156728,Hyderabad,Cash,Completed,Customer_138
O00696,Camera,Electronics,1,32201,32201,Pune,UPI,Cancelled,Customer_88
O00697,Tablet,Electronics,5,37754,188770,Pune,Card,Cancelled,Customer_54
O00698,Mouse,Accessories,5,35697,178485,Chennai,Cash,Completed,Customer_200
O00699,Headphones,Accessories,1,33574,33574,Delhi,Net Banking,Pending,Customer_17
O00700,Mouse,Accessories,1,38833,38833,Mumbai,Net Banking,Pending,Customer_132
O00701,Smart Watch,Wearables,2,44193,88386,Kolkata,Cash,Pending,Customer_137
O00702,Tablet,Electronics,3,5178,15534,Chennai,Net Banking,Cancelled,Customer_35
O00703,Smart Watch,Wearables,4,45239,180956,Chennai,Net Banking,Completed,Customer_88
O00704,Keyboard,Accessories,1,26902,26902,Pune,UPI,Completed,Customer_20
O00705,Laptop,Electronics,4,13456,53824,Kolkata,Card,Pending,Customer_52
O00706,Mouse,Accessories,1,48953,48953,Chennai,Cash,Completed,Customer_91
O00707,Keyboard,Accessories,4,1352,5408,Kolkata,UPI,Cancelled,Customer_91
O00708,Headphones,Accessories,5,41933,209665,Delhi,UPI,Pending,Customer_27
O00709,Laptop,Electronics,2,45806,91612,Delhi,Net Banking,Completed,Customer_183
O00710,Camera,Electronics,1,22974,22974,Mumbai,Card,Pending,Customer_200
O00711,Camera,Electronics,4,5922,23688,Delhi,UPI,Pending,Customer_33
O00712,Mobile,Electronics,5,37424,187120,Delhi,Net Banking,Completed,Customer_91
O00713,Mouse,Accessories,1,13154,13154,Chennai,UPI,Cancelled,Customer_112
O00714,Smart Watch,Wearables,2,29118,58236,Pune,Card,Completed,Customer_29
O00715,Keyboard,Accessories,5,35317,176585,Bangalore,Cash,Completed,Customer_23
O00716,Camera,Electronics,1,13866,13866,Hyderabad,Cash,Pending,Customer_87
O00717,Camera,Electronics,4,42408,169632,Pune,Cash,Completed,Customer_53
O00718,Tablet,Electronics,4,7316,29264,Mumbai,Card,Completed,Customer_113
O00719,Camera,Electronics,5,38873,194365,Chennai,Net Banking,Completed,Customer_146
O00720,Laptop,Electronics,4,11573,46292,Bangalore,Card,Cancelled,Customer_167
O00721,Camera,Electronics,4,40207,160828,Pune,Cash,Pending,Customer_154
O00722,Smart Watch,Wearables,1,46357,46357,Pune,Card,Completed,Customer_101
O00723,Keyboard,Accessories,1,16400,16400,Mumbai,Card,Completed,Customer_10
O00724,Camera,Electronics,1,26844,26844,Pune,Card,Cancelled,Customer_12
O00725,Smart Watch,Wearables,3,3208,9624,Pune,Net Banking,Completed,Customer_123
O00726,Mobile,Electronics,1,12751,12751,Pune,Card,Cancelled,Customer_132
O00727,Tablet,Electronics,1,33910,33910,Kolkata,Net Banking,Completed,Customer_19
O00728,Laptop,Electronics,5,42984,214920,Kolkata,Cash,Cancelled,Customer_144
O00729,Mobile,Electronics,1,43848,43848,Hyderabad,UPI,Pending,Customer_102
O00730,Laptop,Electronics,5,49324,246620,Pune,Cash,Completed,Customer_130
O00731,Camera,Electronics,2,8505,17010,Chennai,Card,Cancelled,Customer_110
O00732,Mobile,Electronics,5,6159,30795,Hyderabad,UPI,Cancelled,Customer_25
O00733,Mobile,Electronics,2,7146,14292,Mumbai,UPI,Pending,Customer_78
O00734,Mouse,Accessories,3,10187,30561,Bangalore,UPI,Completed,Customer_2
O00735,Mobile,Electronics,1,3354,3354,Mumbai,Card,Cancelled,Customer_99
O00736,Camera,Electronics,4,40543,162172,Hyderabad,Card,Cancelled,Customer_193
O00737,Mobile,Electronics,1,4360,4360,Chennai,Cash,Cancelled,Customer_175
O00738,Headphones,Accessories,4,4092,16368,Pune,UPI,Pending,Customer_66
O00739,Headphones,Accessories,3,20195,60585,Kolkata,UPI,Completed,Customer_84
O00740,Smart Watch,Wearables,1,11125,11125,Bangalore,Card,Cancelled,Customer_168
O00741,Camera,Electronics,5,49869,249345,Kolkata,UPI,Pending,Customer_64
O00742,Laptop,Electronics,4,35747,142988,Mumbai,UPI,Completed,Customer_140
O00743,Tablet,Electronics,3,613,1839,Kolkata,Card,Pending,Customer_21
O00744,Headphones,Accessories,1,2818,2818,Kolkata,UPI,Pending,Customer_161
O00745,Tablet,Electronics,3,4711,14133,Hyderabad,Cash,Pending,Customer_42
O00746,Keyboard,Accessories,5,3999,19995,Chennai,Card,Pending,Customer_133
O00747,Mobile,Electronics,2,14790,29580,Delhi,Cash,Cancelled,Customer_67
O00748,Smart Watch,Wearables,1,12052,12052,Hyderabad,Net Banking,Cancelled,Customer_176
O00749,Headphones,Accessories,3,49857,149571,Bangalore,Card,Pending,Customer_66
O00750,Laptop,Electronics,1,45795,45795,Kolkata,Card,Cancelled,Customer_67
O00751,Headphones,Accessories,1,39681,39681,Mumbai,Net Banking,Pending,Customer_20
O00752,Mobile,Electronics,1,35606,35606,Mumbai,Cash,Pending,Customer_20
O00753,Headphones,Accessories,5,7896,39480,Chennai,Net Banking,Cancelled,Customer_131
O00754,Mouse,Accessories,4,12158,48632,Mumbai,UPI,Pending,Customer_102
O00755,Smart Watch,Wearables,2,29658,59316,Chennai,Cash,Pending,Customer_88
O00756,Tablet,Electronics,2,2511,5022,Bangalore,Card,Completed,Customer_54
O00757,Tablet,Electronics,3,18696,56088,Hyderabad,Cash,Completed,Customer_19
O00758,Mobile,Electronics,2,43704,87408,Chennai,UPI,Cancelled,Customer_68
O00759,Headphones,Accessories,1,9914,9914,Bangalore,Cash,Completed,Customer_99
O00760,Mouse,Accessories,1,37830,37830,Hyderabad,Card,Completed,Customer_17
O00761,Mouse,Accessories,1,18085,18085,Kolkata,Card,Pending,Customer_94
O00762,Headphones,Accessories,2,24707,49414,Kolkata,UPI,Pending,Customer_94
O00763,Headphones,Accessories,5,43962,219810,Mumbai,Card,Completed,Customer_74
O00764,Smart Watch,Wearables,1,15178,15178,Chennai,Card,Completed,Customer_196
O00765,Smart Watch,Wearables,3,16285,48855,Chennai,Net Banking,Pending,Customer_2
O00766,Laptop,Electronics,1,43992,43992,Bangalore,UPI,Completed,Customer_73
O00767,Laptop,Electronics,4,29227,116908,Bangalore,Cash,Completed,Customer_118
O00768,Camera,Electronics,1,27021,27021,Mumbai,Net Banking,Pending,Customer_45
O00769,Keyboard,Accessories,4,29353,117412,Mumbai,Cash,Completed,Customer_18
O00770,Mouse,Accessories,3,29592,88776,Bangalore,Card,Pending,Customer_143
O00771,Laptop,Electronics,1,33878,33878,Pune,Net Banking,Cancelled,Customer_56
O00772,Smart Watch,Wearables,1,4425,4425,Bangalore,Cash,Completed,Customer_134
O00773,Headphones,Accessories,5,21227,106135,Pune,Cash,Completed,Customer_123
O00774,Mouse,Accessories,4,30707,122828,Kolkata,Card,Completed,Customer_116
O00775,Tablet,Electronics,1,13956,13956,Delhi,UPI,Completed,Customer_31
O00776,Camera,Electronics,4,17363,69452,Pune,Cash,Cancelled,Customer_168
O00777,Laptop,Electronics,4,45517,182068,Chennai,Cash,Cancelled,Customer_166
O00778,Keyboard,Accessories,4,44045,176180,Hyderabad,Card,Cancelled,Customer_94
O00779,Headphones,Accessories,4,21603,86412,Chennai,Cash,Pending,Customer_169
O00780,Headphones,Accessories,2,1525,3050,Hyderabad,Net Banking,Cancelled,Customer_21
O00781,Camera,Electronics,2,2853,5706,Delhi,Net Banking,Completed,Customer_50
O00782,Mouse,Accessories,3,38727,116181,Pune,Cash,Pending,Customer_7
O00783,Headphones,Accessories,1,24087,24087,Bangalore,Card,Completed,Customer_123
O00784,Tablet,Electronics,5,49154,245770,Bangalore,Card,Cancelled,Customer_56
O00785,Keyboard,Accessories,4,13732,54928,Delhi,Net Banking,Pending,Customer_58
O00786,Tablet,Electronics,1,27171,27171,Pune,UPI,Pending,Customer_172
O00787,Laptop,Electronics,5,25006,125030,Kolkata,Card,Completed,Customer_1
O00788,Headphones,Accessories,5,17398,86990,Hyderabad,Net Banking,Pending,Customer_144
O00789,Smart Watch,Wearables,2,17609,35218,Pune,Cash,Pending,Customer_107
O00790,Headphones,Accessories,2,34723,69446,Pune,UPI,Completed,Customer_43
O00791,Keyboard,Accessories,4,11477,45908,Mumbai,Net Banking,Pending,Customer_65
O00792,Keyboard,Accessories,2,49289,98578,Delhi,Net Banking,Completed,Customer_14
O00793,Smart Watch,Wearables,1,1647,1647,Delhi,Cash,Pending,Customer_193
O00794,Headphones,Accessories,2,28030,56060,Mumbai,Net Banking,Pending,Customer_170
O00795,Mobile,Electronics,4,16474,65896,Bangalore,UPI,Cancelled,Customer_143
O00796,Keyboard,Accessories,4,5482,21928,Hyderabad,UPI,Cancelled,Customer_98
O00797,Headphones,Accessories,3,42670,128010,Pune,Net Banking,Pending,Customer_135
O00798,Mouse,Accessories,1,46443,46443,Chennai,Cash,Cancelled,Customer_175
O00799,Camera,Electronics,2,44547,89094,Delhi,Cash,Pending,Customer_122
O00800,Tablet,Electronics,2,31007,62014,Delhi,Card,Pending,Customer_23
